mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
11	11	0	0	3/8	2	1	IM7					D	I		IM7		I	M	7					MM7	0	0	2, 6, 3, 7		2	2	0	6	0.0	0.0	1.0	0.0
12	12	0	0	3/8	2	1	bVI+(#1311)					D	I		bVI+(#1311)		bVI	+		#1311				+	0	0	-2, 2, 6	8, 4	-2	-2	1	5	0.16666666666666666	0.375	0.625	0.375
13	13	0	0	3/8	2	1	IVM65(13)					D	I		IVM65(13)		IV	M	65	13				MM7	0	0	5, 2, 6, 1	4	1	5	1	10	0.09090909090909091	0.0625	0.9375	0.0625
14	14	0	0	3/8	2	1	V(#13#9)/vi					D	I		V(#13#9)/vi		V			#13#9	vi			M	0	0	6, 10, 7	9, 8	6	6	0	6	0.0	0.0	1.0	0.0
15	15	0	0	3/8	2	1	IVM65					D	I		IVM65		IV	M	65					MM7	0	0	5, 2, 6, 1		1	5	0	6	0.0	0.0	1.0	0.0
16	16	0	0	3/8	2	1	V(#13#9)/vi					D	I		V(#13#9)/vi		V			#13#9	vi			M	0	0	6, 10, 7	9, 8	6	6	0	6	0.0	0.0	1.0	0.0
17	17	0	0	3/4	2	1	V(#6#5)/bII					D	I		V(#6#5)/bII		V			#6#5	bII			M	0	0	-2, 2, 6	8	-2	-2	0	3	0.0	0.0	0.5	0.0
17	17	1/4	1/4	3/4	2	1	V7/bII					D	I		V7/bII		V		7		bII			Mm7	0	0	-2, 2, -1, -4		-2	-2	2	5	0.2857142857142857	0.25	1.0	0.2
18	18	0	0	3/8	2	1	Fr65(9)/IV|EC					D	I		Fr65(9)/IV	Fr	V		65	9b5	V/IV	EC		Fr	0	0	7, -3, 1, 3	5	3	7	5	86	0.054945054945054944	0.46875	11.65625	0.03865979381443299
29	29	0	0	3/8	2	1	bVII.I}{					D	bVII		I		I						}{	M	0	0	0, 4, 1		0	0	2	7	0.2222222222222222	0.125	0.875	0.125
30	30	0	0	3/8	2	1	I64					D	bVII		I64		I		64					M	0	0	1, 0, 4		0	1	2	7	0.2222222222222222	0.125	0.875	0.125
31	31	0	0	3/8	2	1	I					D	bVII		I		I							M	0	0	0, 4, 1		0	0	2	7	0.2222222222222222	0.125	0.875	0.125
32	32	0	0	3/8	2	1	I64					D	bVII		I64		I		64					M	0	0	1, 0, 4		0	1	2	7	0.2222222222222222	0.125	0.875	0.125
33	33	0	0	3/8	2	1	I					D	bVII		I		I							M	0	0	0, 4, 1		0	0	2	7	0.2222222222222222	0.125	0.875	0.125
34	34	0	0	3/8	2	1	I64					D	bVII		I64		I		64					M	0	0	1, 0, 4		0	1	2	7	0.2222222222222222	0.125	0.875	0.125
35	35	0	0	3/8	2	1	vi7					D	bVII		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3	1	8	0.1111111111111111	0.0625	0.9375	0.0625
36	36	0	0	3/8	2	1	IM7					D	bVII		IM7		I	M	7					MM7	0	0	0, 4, 1, 5		0	0	1	8	0.1111111111111111	0.0625	0.6875	0.08333333333333333
37	37	0	0	3/8	2	1	IV(#5)					D	bVII		IV(#5)		IV			#5				M	0	0	-1, 3, 7		-1	-1	1	7	0.125	0.0625	0.9375	0.0625
38	38	0	0	3/8	2	1	vi7(9)					D	bVII		vi7(9)		vi		7	9				mm7	0	0	3, 0, 4, 1	5	3	3	2	4	0.3333333333333333	0.25	0.75	0.25
39	39	0	0	3/8	2	1	IV(#5)					D	bVII		IV(#5)		IV			#5				M	0	0	-1, 3, 7		-1	-1	0	6	0.0	0.0	1.0	0.0
40	40	0	0	3/8	2	1	vi7(9)					D	bVII		vi7(9)		vi		7	9				mm7	0	0	3, 0, 4, 1	5	3	3	2	4	0.3333333333333333	0.25	0.75	0.25
41	41	0	0	3/8	2	1	IV(#5)					D	bVII		IV(#5)		IV			#5				M	0	0	-1, 3, 7		-1	-1	0	6	0.0	0.0	1.0	0.0
42	42	0	0	3/8	2	1	vi7(9)					D	bVII		vi7(9)		vi		7	9				mm7	0	0	3, 0, 4, 1	5	3	3	2	4	0.3333333333333333	0.25	0.75	0.25
43	43	0	0	3/8	2	1	IV(#5)					D	bVII		IV(#5)		IV			#5				M	0	0	-1, 3, 7		-1	-1	0	6	0.0	0.0	1.0	0.0
44	44	0	0	3/8	2	1	vi7(9)					D	bVII		vi7(9)		vi		7	9				mm7	0	0	3, 0, 4, 1	5	3	3	2	3	0.4	0.25	0.375	0.4
45	45	0	0	3/8	2	1	IV(#5)}{					D	bVII		IV(#5)		IV			#5			}{	M	0	0	-1, 3, 7		-1	-1	0	5	0.0	0.0	0.625	0.0
46	46	0	0	3/8	2	1	bVI(#5)					D	bVII		bVI(#5)		bVI			#5				M	0	0	-4, 0, 4		-4	-4	0	5	0.0	0.0	0.625	0.0
47	47	0	0	3/8	2	1	ii%7/V					D	bVII		ii%7/V		ii	%	7		V			%7	0	0	3, 0, -3, 1		3	3	3	2	0.6	0.375	0.25	0.6
48	48	0	0	3/8	2	1	bVII(#5)					D	bVII		bVII(#5)		bVII			#5				M	0	0	-2, 2, 6		-2	-2	0	5	0.0	0.0	0.625	0.0
49	49	0	0	3/8	2	1	IV6(#5)					D	bVII		IV6(#5)		IV		6	#5				M	0	0	3, 7, -1		-1	3	0	5	0.0	0.0	0.625	0.0
50	50	0	0	3/8	2	1	ii%7/bVI					D	bVII		ii%7/bVI		ii	%	7		bVI			%7	0	0	-2, -5, -8, -4		-2	-2	3	2	0.6	0.375	0.25	0.6
51	51	0	0	3/8	2	1	VI(b5)					D	bVII		VI(b5)		VI			b5				M	0	0	3, 7, -3		3	3	0	5	0.0	0.0	0.625	0.0
52	52	0	0	3/8	2	1	bVII					D	bVII		bVII		bVII							M	0	0	-2, 2, -1		-2	-2	0	5	0.0	0.0	0.625	0.0
53	53	0	0	3/8	2	1	ii(b9)					D	bVII		ii(b9)		ii			b9				m	0	0	2, -1, 3	-3	2	2	0	5	0.0	0.0	0.625	0.0
54	54	0	0	3/8	2	1	#iv(#9)					D	bVII		#iv(#9)		#iv			#9				m	0	0	6, 3, 7	8	6	6	0	5	0.0	0.0	0.625	0.0
55	55	0	0	3/8	2	1	ii%7/V					D	bVII		ii%7/V		ii	%	7		V			%7	0	0	3, 0, -3, 1		3	3	3	2	0.6	0.375	0.25	0.6
56	56	0	0	3/8	2	1	bVI					D	bVII		bVI		bVI							M	0	0	-4, 0, -3		-4	-4	0	5	0.0	0.0	0.625	0.0
57	57	0	0	3/8	2	1	ii%7/V					D	bVII		ii%7/V		ii	%	7		V			%7	0	0	3, 0, -3, 1		3	3	3	2	0.6	0.375	0.25	0.6
58	58	0	0	3/8	2	1	bVI					D	bVII		bVI		bVI							M	0	0	-4, 0, -3		-4	-4	0	5	0.0	0.0	0.625	0.0
59	59	0	0	3/8	2	1	VII64					D	bVII		VII64		VII		64					M	0	0	6, 5, 9		5	6	0	3	0.0	0.0	0.375	0.0
59	59	1/4	1/4	3/8	2	1	I2					D	bVII		I2		I		2					Mm7	0	0	-2, 0, 4, 1		0	-2	0	3	0.0	0.0	0.375	0.0
60	60	1/8	1/8	3/8	2	1	IV6(#5)					D	bVII		IV6(#5)		IV		6	#5				M	0	0	3, 7, -1		-1	3	0	3	0.0	0.0	0.375	0.0
61	61	0	0	3/8	2	1	bIII2					D	bVII		bIII2		bIII		2					Mm7	0	0	-5, -3, 1, -2		-3	-5	0	3	0.0	0.0	0.375	0.0
61	61	1/4	1/4	3/8	2	1	IV64					D	bVII		IV64		IV		64					M	0	0	0, -1, 3		-1	0	0	3	0.0	0.0	0.375	0.0
62	62	1/8	1/8	3/8	2	1	#IV(7)					D	bVII		#IV(7)		#IV			7				M	0	0	6, 10, 7	4	6	6	0	3	0.0	0.0	0.375	0.0
63	63	0	0	3/8	2	1	bIII(#5)					D	bVII		bIII(#5)		bIII			#5				M	0	0	-3, 1, 5		-3	-3	0	3	0.0	0.0	0.375	0.0
63	63	1/4	1/4	3/8	2	1	bIII(#7)					D	bVII		bIII(#7)		bIII			#7				M	0	0	-3, 1, -2	9	-3	-3	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
64	64	1/8	1/8	3/8	2	1	III64					D	bVII		III64		III		64					M	0	0	5, 4, 8		4	5	0	3	0.0	0.0	0.375	0.0
65	65	0	0	3/8	2	1	ii7(^b5)					D	bVII		ii7(^b5)		ii		7	^b5				mm7	0	0	2, -1, -4, 0		2	2	0	3	0.0	0.0	0.375	0.0
65	65	1/4	1/4	3/8	2	1	bII+6(11)	0.0761304	5.06094	0.42387	/	D	bVII		bII+6(11)		bII	+	6	11				+	0	0	-1, 3, -5	1	-5	-1	0	1	0.0	0.0	0.125	0.0
66	66	0	0	3/8	2	1	bIII(#54)}					D	bVII		bIII(#54)		bIII			#54			}	M	0	0	-3, 3, 5		-3	-3	1	5	0.16666666666666666	0.125	0.375	0.25
67	67	0	0	3/8	2	1	Fr43(b10b9)/IV					D	bVII		Fr43(b10b9)/IV	Fr	V		43	b10b9b5	V/IV			Fr	0	0	-5, -1, 1, 5	-2, -4	1	-5	18	11	0.6206896551724138	2.0833333333333335	1.9166666666666667	0.5208333333333334
71	71	0	0	3/8	2	1	Ger2/bIII					D	bVII		Ger2/bIII	Ger	vii	o	2	b3	V/bIII			Ger	0	0	-6, 3, -7, -3		3	-6	26	3	0.896551724137931	3.7916666666666665	0.20833333333333334	0.9479166666666666
75	75	0	0	3/8	2	1	IM43					D	bVII		IM43		I	M	43					MM7	0	0	1, 5, 0, 4		0	1	13	4	0.7647058823529411	1.6666666666666667	0.3333333333333333	0.8333333333333334
77	77	0	0	3/8	2	1	bvii43					D	bVII		bvii43		bvii		43					mm7	0	0	-1, -4, -2, -5		-2	-1	13	5	0.7222222222222222	1.375	0.75	0.6470588235294118
80	80	0	0	3/8	2	1	V64					D	bVII		V64		V		64					M	0	0	2, 1, 5		1	2	3	0	1.0	0.375	0.0	1.0
80	80	1/8	1/8	3/8	2	1	V6(#11)/V					D	bVII		V6(#11)/V		V		6	#11	V			M	0	0	6, 3, 2	8	2	6	2	1	0.6666666666666666	0.25	0.125	0.6666666666666666
80	80	1/4	1/4	3/8	2	1	V(#11)/vi					D	bVII		V(#11)/vi		V			#11	vi			M	0	0	4, 8, 5	10	4	4	2	1	0.6666666666666666	0.25	0.125	0.6666666666666666
81	81	0	0	3/8	2	1	ii7					D	bVII		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2	2	1	0.6666666666666666	0.25	0.125	0.6666666666666666
81	81	1/8	1/8	3/8	2	1	vii					D	bVII		vii		vii							m	0	0	5, 2, 6		5	5	3	0	1.0	0.375	0.0	1.0
81	81	1/4	1/4	3/8	2	1	IVM7					D	bVII		IVM7		IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1	3	0	1.0	0.375	0.0	1.0
82	82	0	0	3/8	2	1	V(9)/VI					D	bVII		V(9)/VI		V			9	VI			M	0	0	4, 8, 5	6	4	4	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
82	82	1/8	1/8	3/8	2	1	IV(#4)/VI					D	bVII		IV(#4)/VI		IV			#4	VI			M	0	0	2, 6, 15		2	2	3	0	1.0	0.375	0.0	1.0
82	82	1/4	1/4	3/8	2	1	vi/VI					D	bVII		vi/VI		vi				VI			m	0	0	6, 3, 7		6	6	3	0	1.0	0.375	0.0	1.0
83	83	0	0	3/8	2	1	V7/vi					D	bVII		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4	4	1	0.8	0.875	0.125	0.875
84	84	0	0	3/8	2	1	iv/ii					D	bVII		iv/ii		iv				ii			m	0	0	1, -2, 2		1	1	5	0	1.0	1.0	0.0	1.0
84	84	1/4	1/4	3/8	2	1	V/ii					D	bVII		V/ii		V				ii			M	0	0	3, 7, 4		3	3	4	0	1.0	0.75	0.0	1.0
85	85	1/8	1/8	3/8	2	1	VI7(9)/ii					D	bVII		VI7(9)/ii		VI		7	9	ii			Mm7	0	0	-2, 2, -1, -4	0	-2	-2	2	1	0.6666666666666666	0.25	0.25	0.5
86	86	0	0	3/8	2	1	bII+					D	bVII		bII+		bII	+						+	0	0	-5, -1, 3		-5	-5	5	0	1.0	1.0	0.0	1.0
86	86	1/4	1/4	3/8	2	1	V2/bI					D	bVII		V2/bI		V		2		bI			Mm7	0	0	-8, -6, -2, -5		-6	-8	0	1	0.0	0.0	0.125	0.0
87	87	0	0	3/8	2	1	V7(9)/bII					D	bVII		V7(9)/bII		V		7	9	bII			Mm7	0	0	-4, 0, -3, -6	-2	-4	-4	3	2	0.6	0.375	0.75	0.3333333333333333
88	88	0	0	3/8	2	1	i(1311)/bII					D	bVII		i(1311)/bII		i			1311	bII			m	0	0	-5, -8, -4	-2, -6	-5	-5	2	3	0.4	0.5	0.625	0.4444444444444444
89	89	0	0	3/8	2	1	ivM65/bV					D	bVII		ivM65/bV		iv	M	65		bV			mM7	0	0	-10, -6, -2, -7		-7	-10	5	0	1.0	1.125	0.0	1.0
90	90	0	0	3/8	2	1	Fr43/iii					D	bVII		Fr43/iii	Fr	V		43	b5	V/iii			Fr	0	0	0, 4, 6, 10		6	0	7	3	0.7	1.375	0.875	0.6111111111111112
92	92	0	0	3/8	2	1	i/bIII					D	bVII		i/bIII		i				bIII			m	0	0	-3, -6, -2		-3	-3	5	1	0.8333333333333334	0.375	0.125	0.75
93	93	0	0	3/8	2	1	viio2/bVII					D	bVII		viio2/bVII		vii	o	2		bVII			o7	0	0	-6, 3, 0, -3		3	-6	22	7	0.7586206896551724	3.2083333333333335	0.7916666666666666	0.8020833333333334
97	97	0	0	3/8	2	1	viio2/IV					D	bVII		viio2/IV		vii	o	2		IV			o7	0	0	-5, 4, 1, -2		4	-5	22	7	0.7586206896551724	3.2083333333333335	0.7916666666666666	0.8020833333333334
101	101	0	0	3/8	2	1	viio43/IV					D	bVII		viio43/IV		vii	o	43		IV			o7	0	0	-2, -5, 4, 1		4	-2	5	1	0.8333333333333334	0.75	0.125	0.8571428571428571
102	102	0	0	3/8	2	1	iio/V					D	bVII		iio/V		ii	o			V			o	0	0	3, 0, -3		3	3	7	2	0.7777777777777778	0.7083333333333334	0.16666666666666666	0.8095238095238095
103	103	0	0	3/8	2	1	V65(11)/bVI					D	bVII		V65(11)/bVI		V		65	11	bVI			Mm7	0	0	1, -2, -5, -3	-4	-3	1	4	2	0.6666666666666666	0.625	0.25	0.7142857142857143
104	104	0	0	3/8	2	1	It					D	bVII		It	It	vii	o	6	b3	V			It	0	0	-4, 0, 6		6	-4	7	1	0.875	0.7083333333333334	0.041666666666666664	0.9444444444444445
105	105	0	0	3/8	2	1	viio2/V					D	bVII		viio2/V		vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3	4	0	1.0	0.5	0.0	1.0
105	105	1/4	1/4	3/8	2	1	V6					D	bVII		V6		V		6					M	0	0	5, 2, 1		1	5	2	1	0.6666666666666666	0.25	0.125	0.6666666666666666
106	106	0	0	3/8	2	1	I(9)/VI					D	bVII		I(9)/VI		I			9	VI			M	0	0	3, 7, 4	5	3	3	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
106	106	1/8	1/8	3/8	2	1	IVM7/VI					D	bVII		IVM7/VI		IV	M	7		VI			MM7	0	0	2, 6, 3, 7		2	2	3	0	1.0	0.375	0.0	1.0
106	106	1/4	1/4	3/8	2	1	iii(9)/VI					D	bVII		iii(9)/VI		iii			9	VI			m	0	0	7, 4, 8	2	7	7	2	1	0.6666666666666666	0.25	0.125	0.6666666666666666
107	107	0	0	3/8	2	1	It6/bVII					D	bVII		It6/bVII	It	vii	o	6	b3	V/bVII			It	0	0	-6, -2, 4		4	-6	3	0	1.0	0.375	0.0	1.0
107	107	1/8	1/8	3/8	2	1	V/bVII					D	bVII		V/bVII		V				bVII			M	0	0	-1, 3, 0		-1	-1	3	0	1.0	0.375	0.0	1.0
107	107	1/4	1/4	3/8	2	1	vi6/bVII					D	bVII		vi6/bVII		vi		6		bVII			m	0	0	-2, 2, 1		1	-2	3	0	1.0	0.375	0.0	1.0
108	108	0	0	3/8	2	1	iv6/bIII					D	bVII		iv6/bIII		iv		6		bIII			m	0	0	-7, -3, -4		-4	-7	3	0	1.0	0.375	0.0	1.0
108	108	1/8	1/8	3/8	2	1	V/bIII					D	bVII		V/bIII		V				bIII			M	0	0	-2, 2, -1		-2	-2	3	0	1.0	0.375	0.0	1.0
108	108	1/4	1/4	3/8	2	1	IV/bIII					D	bVII		IV/bIII		IV				bIII			M	0	0	-4, 0, -3		-4	-4	3	0	1.0	0.375	0.0	1.0
109	109	0	0	3/8	2	1	vi/VI					D	bVII		vi/VI		vi				VI			m	0	0	6, 3, 7		6	6	5	0	1.0	1.0	0.0	1.0
110	110	0	0	3/8	2	1	vii%7/VI					D	bVII		vii%7/VI		vii	%	7		VI			%7	0	0	8, 5, 2, 6		8	8	2	3	0.4	0.375	0.625	0.375
110	110	1/4	1/4	3/8	2	1	i/VI					D	bVII		i/VI		i				VI			m	0	0	3, 0, 4		3	3	4	0	1.0	0.75	0.0	1.0
111	111	1/8	1/8	3/8	2	1	V/V/VI					D	bVII		V/V/VI		V				V/VI			M	0	0	5, 9, 6		5	5	3	0	1.0	0.5	0.0	1.0
112	112	0	0	3/8	2	1	V2/iii/VI					D	bVII		V2/iii/VI		V		2		iii/VI			Mm7	0	0	6, 8, 12, 9		8	6	3	2	0.6	0.5	0.5	0.5
112	112	1/4	1/4	3/8	2	1	I/VI					D	bVII		I/VI		I				VI			M	0	0	3, 7, 4		3	3	5	0	1.0	1.125	0.0	1.0
113	113	1/4	1/4	3/8	2	1	vi/VI					D	bVII		vi/VI		vi				VI			m	0	0	6, 3, 7		6	6	1	0	1.0	0.125	0.0	1.0
114	114	0	0	3/8	2	1	IV/VI					D	bVII		IV/VI		IV				VI			M	0	0	2, 6, 3		2	2	25	6	0.8064516129032258	3.2916666666666665	0.5833333333333334	0.8494623655913978
117	117	1/4	1/4	3/8	2	1	iii					D	bVII		iii		iii							m	0	0	4, 1, 5		4	4	3	0	1.0	0.375	0.0	1.0
118	118	0	0	3/8	2	1	I					D	bVII		I		I							M	0	0	0, 4, 1		0	0	2	0	1.0	0.25	0.0	1.0
118	118	1/8	1/8	3/8	2	1	I/VI					D	bVII		I/VI		I				VI			M	0	0	3, 7, 4		3	3	7	0	1.0	1.625	0.0	1.0
119	119	1/8	1/8	3/8	2	1	vi/VI					D	bVII		vi/VI		vi				VI			m	0	0	6, 3, 7		6	6	1	0	1.0	0.125	0.0	1.0
119	119	1/4	1/4	3/8	2	1	IV/VI					D	bVII		IV/VI		IV				VI			M	0	0	2, 6, 3		2	2	1	0	1.0	0.125	0.0	1.0
120	120	0	0	3/8	2	1	ii7/VI					D	bVII		ii7/VI		ii		7		VI			mm7	0	0	5, 2, 6, 3		5	5	6	4	0.6	1.0	0.5	0.6666666666666666
121	121	1/8	1/8	3/8	2	1	iii6/bVII					D	bVII		iii6/bVII		iii		6		bVII			m	0	0	-1, 3, 2		2	-1	3	0	1.0	0.375	0.0	1.0
121	121	1/4	1/4	3/8	2	1	V7(9)/bVII					D	bVII		V7(9)/bVII		V		7	9	bVII			Mm7	0	0	-1, 3, 0, -3	1	-1	-1	0	3	0.0	0.0	0.375	0.0
122	122	0	0	3/8	2	1	ii64/bVII					D	bVII		ii64/bVII		ii		64		bVII			m	0	0	1, 0, -3		0	1	3	0	1.0	0.375	0.0	1.0
122	122	1/8	1/8	3/8	2	1	V7(9)/bVI					D	bVII		V7(9)/bVI		V		7	9	bVI			Mm7	0	0	-3, 1, -2, -5	-1	-3	-3	0	3	0.0	0.0	0.375	0.0
122	122	1/4	1/4	3/8	2	1	vi/bVI					D	bVII		vi/bVI		vi				bVI			m	0	0	-1, -4, 0		-1	-1	3	0	1.0	0.375	0.0	1.0
123	123	0	0	3/8	2	1	IV/bVI					D	bVII		IV/bVI		IV				bVI			M	0	0	-5, -1, -4		-5	-5	1	0	1.0	0.125	0.0	1.0
123	123	1/8	1/8	3/8	2	1	V+/V					D	bVII		V+/V		V	+			V			+	0	0	2, 6, 10		2	2	6	1	0.8571428571428571	0.7083333333333334	0.041666666666666664	0.9444444444444445
124	124	0	0	3/8	2	1	V43/iii					D	bVII		V43/iii		V		43		iii			Mm7	0	0	6, 3, 5, 9		5	6	7	1	0.875	0.75	0.25	0.75
125	125	0	0	3/8	2	1	IM7/V					D	bVII		IM7/V		I	M	7		V			MM7	0	0	1, 5, 2, 6		1	1	7	1	0.875	0.8333333333333334	0.041666666666666664	0.9523809523809524
126	126	0	0	3/8	2	1	I/V					D	bVII		I/V		I				V			M	0	0	1, 5, 2		1	1	2	0	1.0	0.25	0.0	1.0
126	126	1/8	1/8	3/8	2	1	vii%7/V					D	bVII		vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6	5	1	0.8333333333333334	0.5	0.25	0.6666666666666666
127	127	0	0	3/8	2	1	ii/V					D	bVII		ii/V		ii				V			m	0	0	3, 0, 4		3	3	3	0	1.0	0.375	0.0	1.0
127	127	1/8	1/8	3/8	2	1	V7(9)/V}{					D	bVII		V7(9)/V		V		7	9	V		}{	Mm7	0	0	2, 6, 3, 0	4	2	2	5	5	0.5	0.625	0.875	0.4166666666666667
128	128	1/4	1/4	3/8	2	1	III+/vi					D	bVII		III+/vi		III	+			vi			+	0	0	0, 4, 8		0	0	3	0	1.0	0.375	0.0	1.0
129	129	0	0	3/8	2	1	ii%7/vi					D	bVII		ii%7/vi		ii	%	7		vi			%7	0	0	5, 2, -1, 3		5	5	100	29	0.7751937984496124	12.5	3.625	0.7751937984496124
143	143	1/8	1/8	3/8	2	1	V7/iii					D	bVII		V7/iii		V		7		iii			Mm7	0	0	5, 9, 6, 3		5	5	5	1	0.8333333333333334	0.625	0.125	0.8333333333333334
145	145	1/8	1/8	3/8	2	1	viio7/V/iii					D	bVII		viio7/V/iii		vii	o	7		V/iii			o7	0	0	10, 7, 4, 1		10	10	5	1	0.8333333333333334	0.625	0.125	0.8333333333333334
147	147	1/8	1/8	3/8	2	1	I/VI					D	bVII		I/VI		I				VI			M	0	0	3, 7, 4		3	3	11	0	1.0	1.375	0.0	1.0
151	151	0	0	3/8	2	1	vii%7/VI}{					D	bVII		vii%7/VI		vii	%	7		VI		}{	%7	0	0	8, 5, 2, 6		8	8	3	1	0.75	0.125	0.125	0.5
152	152	0	0	3/8	2	1	IVM7/bIII					D	bVII		IVM7/bIII		IV	M	7		bIII			MM7	0	0	-4, 0, -3, 1		-4	-4	2	2	0.5	0.08333333333333333	0.16666666666666666	0.3333333333333333
153	153	0	0	3/8	2	1	vii%7/II					D	bVII		vii%7/II		vii	%	7		II			%7	0	0	7, 4, 1, 5		7	7	3	1	0.75	0.125	0.125	0.5
154	154	0	0	3/8	2	1	IVM7					D	bVII		IVM7		IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1	4	0	1.0	0.25	0.0	1.0
155	155	0	0	3/8	2	1	bVIM7					D	bVII		bVIM7		bVI	M	7					MM7	0	0	-4, 0, -3, 1		-4	-4	4	0	1.0	0.25	0.0	1.0
156	156	0	0	3/8	2	1	bii7					D	bVII		bii7		bii		7					mm7	0	0	-5, -8, -4, -7		-5	-5	3	1	0.75	0.20833333333333334	0.041666666666666664	0.8333333333333334
157	157	0	0	3/8	2	1	iM7					D	bVII		iM7		i	M	7					mM7	0	0	0, -3, 1, 5		0	0	4	0	1.0	0.25	0.0	1.0
158	158	0	0	3/8	2	1	IVM7					D	bVII		IVM7		IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1	4	0	1.0	0.25	0.0	1.0
159	159	0	0	3/8	2	1	vii%7/iii					D	bVII		vii%7/iii		vii	%	7		iii			%7	0	0	2, -1, -4, 0		2	2	1	2	0.3333333333333333	0.041666666666666664	0.08333333333333333	0.3333333333333333
159	159	1/8	1/8	3/8	2	1	v7					D	bVII		v7		v		7					mm7	0	0	1, -2, 2, -1		1	1	4	1	0.8	0.3125	0.0625	0.8333333333333334
160	160	0	0	3/8	2	1	bviM7					D	bVII		bviM7		bvi	M	7					mM7	0	0	-4, -7, -3, 1		-4	-4	3	0	1.0	0.125	0.0	1.0
160	160	1/8	1/8	3/8	2	1	vii%7/bII					D	bVII		vii%7/bII		vii	%	7		bII			%7	0	0	0, -3, -6, -2		0	0	4	1	0.8	0.3125	0.0625	0.8333333333333334
161	161	0	0	3/8	2	1	V7/bIII					D	bVII		V7/bIII		V		7		bIII			Mm7	0	0	-2, 2, -1, -4		-2	-2	3	0	1.0	0.125	0.0	1.0
161	161	1/8	1/8	3/8	2	1	vii%7/ii					D	bVII		vii%7/ii		vii	%	7		ii			%7	0	0	0, -3, -6, -2		0	0	4	1	0.8	0.25	0.125	0.6666666666666666
162	162	0	0	3/8	2	1	ii7					D	bVII		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2	3	0	1.0	0.125	0.0	1.0
162	162	1/8	1/8	3/8	2	1	IIIM7					D	bVII		IIIM7		III	M	7					MM7	0	0	4, 8, 5, 9		4	4	5	0	1.0	0.375	0.0	1.0
163	163	0	0	3/8	2	1	V7/bVII					D	bVII		V7/bVII		V		7		bVII			Mm7	0	0	-1, 3, 0, -3		-1	-1	3	0	1.0	0.125	0.0	1.0
163	163	1/8	1/8	3/8	2	1	V7/ii					D	bVII		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3	4	1	0.8	0.3125	0.0625	0.8333333333333334
